"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 01 10:24:47 IST 2019","Sun Dec 01 10:24:47 IST 2019","1","test_scripts","test_sample","","","","test_ghasd[Chrome]",""
